State,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
Michigan,0.0,25.22,17.85,110.68,365.95,1603.06,46.41,21.42,398.42
New Jersey,0.0,0.0,22.46,22.46,651.34,1063.11,119.79,14.97,44.92
Connecticut,0.0,20.51,117.92,307.61,897.21,2696.74,497.31,10.25,446.04
Louisiana,13.33,86.62,246.54,712.95,2165.51,5563.7,279.85,39.98,1059.43
Texas,0.0,17.92,35.83,206.04,501.66,3108.48,268.74,0.0,259.79
Colorado,6.24,87.05,127.78,289.71,1197.29,4398.6,334.06,35.8,510.78
New Jersey,16.94,8.47,16.94,593.07,415.15,1389.48,93.2,16.94,635.43
Texas,0.0,32.56,42.84,143.96,694.08,2779.73,214.22,1.71,219.36
Massachusetts,0.0,15.46,7.73,46.39,394.31,889.13,185.56,0.0,69.58
Michigan,4.12,15.46,12.35,37.04,209.9,1461.09,209.9,4.12,69.58
North Carolina,0.0,4.65,51.18,200.06,702.52,1660.93,116.31,13.96,255.89
Texas,0.0,19.74,32.9,190.83,598.8,2658.42,125.02,13.16,243.47
Minnesota,0.0,19.74,14.68,95.44,425.81,2731.08,80.76,7.34,243.47
Pennsylvania,0.0,26.91,40.37,80.74,201.84,2011.71,134.56,6.73,148.02
Michigan,8.62,26.91,310.29,922.25,1361.83,1723.84,732.63,215.48,148.02
Iowa,0.0,72.45,23.59,207.23,887.88,3160.64,232.5,74.13,303.26
Massachusetts,0.0,16.41,43.75,185.93,735.54,3002.3,866.78,30.08,246.09
California,0.0,29.92,116.34,465.38,1512.48,4331.35,977.3,46.54,611.64
Texas,12.12,69.14,181.39,530.28,1639.32,6742.22,595.86,76.26,792.93
Illinois,0.0,69.14,23.84,23.84,731.15,1700.71,55.63,0.0,792.93
Connecticut,5.6,22.41,72.83,235.29,521.01,3927.17,235.29,28.01,336.13
California,4.33,60.62,60.62,391.89,881.2,2372.96,287.96,28.15,517.46
Rhode Island,9.29,0.0,9.29,46.45,390.15,993.96,78.96,4.64,65.03
New Jersey,0.0,26.49,92.72,172.2,2715.41,7444.2,225.18,19.87,291.41
Pennsylvania,0.0,24.66,24.66,90.42,369.88,2391.91,115.07,8.22,139.73
Minnesota,0.0,24.66,35.62,124.68,985.57,3776.05,314.67,65.31,139.73
Florida,4.49,93.11,412.81,1063.42,2594.62,6951.52,879.46,26.92,1573.82
Florida,5.27,15.81,231.92,249.05,1332.21,6178.76,1104.24,15.81,502.05
California,10.94,19.14,268.02,306.31,1564.38,396.56,1016.03,21.88,604.42
Indiana,6.63,128.21,269.69,95.05,1744.15,6883.75,389.06,84.0,499.59
California,13.59,53.94,529.94,1039.29,2048.51,3967.32,1466.69,139.18,1636.75
Connecticut,0.0,19.37,6.46,54.9,455.31,1847.07,342.29,32.29,80.73
New Jersey,0.0,68.57,62.34,246.24,1006.8,1524.22,208.84,62.34,377.16
New Jersey,0.0,16.86,101.18,202.36,590.22,3119.73,741.99,8.43,320.4
Minnesota,0.0,16.86,44.3,94.14,985.71,4247.42,415.33,55.38,320.4
Ohio,2.81,71.6,117.93,113.71,1007.99,1475.48,259.72,11.23,306.05
Ohio,5.62,93.59,239.58,2154.38,2367.76,4890.88,393.07,29.95,2493.17
Michigan,0.0,93.59,9.32,242.24,847.85,1760.92,409.95,27.95,2493.17
New Jersey,2.72,8.16,304.79,253.08,1630.07,2585.25,990.56,78.92,568.75
North Carolina,35.09,107.62,682.0,1264.56,2422.68,6650.37,756.87,69.02,2089.28
New Jersey,0.0,11.17,78.2,33.51,458.02,3636.26,446.85,11.17,122.88
Pennsylvania,0.0,18.55,46.39,129.88,417.48,4722.14,278.32,27.83,194.82
Indiana,0.0,22.99,7.66,0.0,674.43,4222.87,268.24,15.33,30.66
Washington,14.27,71.36,85.63,42.82,951.47,6298.76,447.19,61.85,214.08
South Dakota,1.81,93.31,39.86,295.33,665.85,3143.54,176.65,26.27,430.31
Tennessee,0.0,42.02,42.02,329.15,1911.9,3123.47,406.19,7.0,413.19
Virginia,7.13,33.44,179.28,211.08,883.8,2718.28,268.65,52.08,430.93
North Carolina,16.33,53.07,396.0,805.62,2803.33,5054.16,511.68,65.32,1271.02
New Mexico,6.63,23.19,29.82,424.08,974.06,3207.1,142.46,23.19,483.72
Connecticut,0.0,6.03,36.21,54.31,476.74,2468.17,380.18,0.0,96.55
Tennessee,11.53,34.59,115.29,409.29,1689.05,2588.34,484.23,5.76,570.7
Maine,0.0,12.99,19.48,32.47,610.47,3234.19,129.89,12.99,64.94
Ohio,0.0,8.27,16.54,33.07,165.37,711.1,99.22,8.27,57.88
West Virginia,28.47,90.74,515.98,733.04,2300.55,7522.6,807.77,149.46,1368.23
Massachusetts,0.0,9.46,0.0,113.5,368.86,756.64,9.46,0.0,122.95
Michigan,0.0,9.46,7.59,83.46,386.95,1691.96,106.22,37.94,122.95
Ohio,4.56,109.32,72.88,77.44,920.15,3275.18,223.2,54.66,264.2
New Jersey,7.29,43.73,7.29,174.91,794.4,2084.4,72.88,21.86,233.22
Kentucky,0.0,25.15,31.44,534.46,402.41,2647.13,88.03,0.0,591.05
Mississippi,10.27,76.99,184.79,277.18,1452.62,5769.43,102.66,41.06,549.22
Massachusetts,0.0,0.0,0.0,64.3,305.44,1093.16,176.83,16.08,64.3
California,12.48,13.72,252.02,218.34,1507.14,3186.45,1203.96,12.48,496.56
Texas,16.73,142.21,100.38,2191.73,2191.73,2459.43,83.65,75.29,2451.06
Washington,3.24,19.46,87.55,84.31,804.15,2762.65,262.65,12.97,194.55
Ohio,9.08,27.24,195.25,1680.06,858.19,2356.63,304.23,12.97,1911.64
South Carolina,3.08,61.6,554.43,1059.57,1937.41,6492.95,539.03,18.48,1678.68
California,12.29,27.65,195.07,715.76,1225.69,2969.0,1052.13,73.73,950.76
New York,0.0,0.0,0.0,7.6,615.97,3984.79,91.25,73.73,7.6
Virginia,31.58,53.59,713.84,509.07,1645.85,4792.12,1198.03,121.53,1308.07
Massachusetts,0.0,20.69,20.69,289.72,698.43,1500.34,294.89,118.99,331.11
Florida,9.86,46.0,574.96,1307.62,2151.99,3719.16,933.07,9.86,1938.43
Tennessee,0.0,0.0,214.79,413.05,1049.15,8880.63,760.02,8.26,627.84
Alabama,19.79,44.15,285.21,511.05,1805.67,2965.3,616.1,35.52,860.21
New Jersey,0.0,0.0,14.5,29.0,256.15,1493.4,72.5,0.0,43.5
California,1.83,18.32,269.29,197.84,1243.84,2736.82,1016.69,9.16,487.28
California,6.47,48.52,412.43,818.4,913.83,2948.5,1166.14,101.9,1285.83
Wisconsin,0.0,5.52,11.04,96.63,552.15,1512.89,80.06,80.06,113.19
Arkansas,9.42,0.0,37.69,0.0,226.14,2553.47,131.91,0.0,47.11
Massachusetts,0.0,7.95,27.82,385.56,624.06,2074.89,159.0,0.0,421.34
Massachusetts,0.0,3.49,48.8,243.98,916.66,3481.93,547.21,0.0,296.26
Connecticut,0.0,11.03,11.03,27.57,325.36,1229.73,82.72,0.0,49.63
Utah,0.0,35.31,5.89,52.97,576.74,3219.16,47.08,0.0,94.16
Tennessee,2.92,35.04,67.16,773.84,1077.53,3031.1,385.46,2.92,878.96
California,0.0,29.14,51.0,400.73,918.03,1479.05,138.43,21.86,480.87
California,12.46,41.52,465.05,700.9,1102.01,4022.72,651.08,52.32,1219.94
Florida,0.0,28.54,164.11,635.03,2054.94,3795.93,385.3,7.14,827.68
New Jersey,0.0,0.0,52.63,59.21,394.71,1184.13,309.19,0.0,111.83
New Jersey,6.75,13.51,40.52,101.31,499.8,1789.81,209.37,13.51,162.1
Michigan,30.99,13.51,674.65,2233.8,2559.15,4657.75,345.07,184.51,162.1
California,8.93,58.01,534.61,846.99,1608.3,4197.46,1026.38,71.4,1448.54
Texas,9.43,28.29,94.29,490.29,1301.15,4327.74,282.86,9.43,622.29
California,5.84,50.09,219.56,943.36,1143.72,1982.72,848.19,88.49,1218.85
Colorado,16.53,49.58,176.27,1266.94,2175.83,8273.66,875.84,77.12,1509.31
Oregon,0.0,30.5,137.25,45.75,1591.09,7838.55,538.84,40.67,213.5
Texas,4.21,50.51,58.93,420.95,1056.58,4394.68,408.32,21.05,534.6
Massachusetts,0.0,0.0,26.63,106.51,575.17,1251.53,308.89,0.0,133.14
Ohio,0.0,8.85,0.0,0.0,230.05,698.99,106.18,8.85,8.85
Indiana,5.36,32.92,115.62,437.21,1209.8,3337.67,275.65,49.77,591.12
Texas,11.02,122.39,280.28,728.24,2199.4,6595.76,646.24,42.84,1141.93
California,4.99,15.97,208.65,261.57,663.9,2551.76,990.36,113.81,491.18
Ohio,0.0,64.07,112.68,905.88,981.0,3192.66,265.13,113.81,1082.63
Louisiana,0.0,51.49,640.77,898.22,2214.09,4142.11,1132.79,0.0,1590.48
Florida,14.2,69.92,812.86,1084.9,3250.34,10179.29,2634.14,28.41,1981.89
California,4.83,41.84,334.74,614.77,2277.23,4494.91,1173.21,56.33,996.19
Ohio,8.69,8.69,26.08,17.38,443.29,1495.0,199.91,0.0,60.84
Louisiana,38.19,50.25,423.1,779.87,2398.91,6926.39,755.25,110.55,1291.41
Michigan,0.0,50.25,41.39,294.91,755.38,2586.92,636.38,67.26,1291.41
Missouri,0.0,26.84,13.42,127.47,6581.68,2254.28,214.69,60.38,167.73
New Jersey,15.55,7.77,233.23,326.52,1298.3,3482.86,894.04,15.55,583.07
New Hampshire,3.73,32.32,16.16,32.32,472.43,2405.67,330.7,43.51,84.54
North Carolina,13.52,52.6,396.22,399.23,1591.4,4837.33,375.18,48.09,861.57
Kentucky,0.0,49.25,41.04,476.07,689.49,3488.47,213.41,8.21,566.36
New York,0.0,53.65,17.88,17.88,366.6,2718.17,26.82,0.0,89.41
Virginia,0.0,36.53,11.24,64.63,384.99,1818.18,39.34,0.0,112.41
Indiana,18.18,138.25,548.17,977.88,2039.99,3846.0,1397.43,65.78,1682.47
Pennsylvania,0.0,9.22,18.43,55.3,396.31,949.31,175.12,18.43,82.95
Minnesota,0.0,9.22,9.84,63.97,462.58,2312.88,191.92,14.76,82.95
California,9.33,24.67,305.99,381.99,1263.29,3150.56,1643.95,42.67,721.98
Indiana,0.0,0.0,69.49,347.44,427.62,2576.44,743.0,5.35,416.93
Connecticut,0.0,0.0,6.98,48.86,404.86,1926.57,111.69,6.98,55.84
California,5.96,47.64,353.35,460.55,2036.72,4744.42,1399.5,53.6,867.49
Indiana,0.0,11.46,26.75,328.62,496.75,2422.62,179.59,49.68,366.83
New Jersey,12.75,121.13,956.27,962.64,1408.9,5010.84,898.89,12.75,2052.79
Massachusetts,0.0,35.23,41.1,322.9,1244.64,2665.41,305.29,5.87,399.23
Connecticut,0.0,7.17,21.5,14.34,286.72,1440.76,57.34,7.17,43.01
Mississippi,27.53,104.61,198.21,434.95,2587.68,3859.49,330.34,137.64,765.29
Massachusetts,0.0,15.81,15.81,154.91,398.33,1454.22,192.84,0.0,186.52
Texas,13.53,27.05,6.76,196.13,419.32,3043.42,128.5,20.29,243.47
Arkansas,0.0,33.99,29.74,165.7,875.25,4520.73,233.68,4.25,229.44
Ohio,33.73,168.46,867.95,608.39,1622.18,2725.65,2054.24,132.51,1678.54
Colorado,8.74,84.49,160.24,1431.47,1298.42,3534.98,295.23,54.38,1684.94
Minnesota,0.0,84.49,46.49,202.87,426.86,2442.84,131.02,33.81,1684.94
California,3.16,29.46,87.33,363.02,878.61,4004.76,550.31,21.04,482.97
Wisconsin,0.0,0.0,13.57,130.63,933.04,3733.86,174.73,64.46,144.2
California,26.69,26.34,645.25,393.1,1009.28,3069.91,1354.14,168.33,1091.39
Arizona,6.06,12.12,18.17,160.54,890.53,3586.36,281.7,51.49,196.89
Wisconsin,0.0,31.53,0.0,126.13,625.39,2354.43,84.09,21.02,157.66
Massachusetts,6.26,0.0,12.51,93.86,231.51,431.74,125.14,0.0,112.63
California,7.53,22.59,133.02,378.98,1018.97,2384.3,803.13,17.57,542.11
Oklahoma,0.0,16.13,37.64,225.82,1215.12,3043.17,666.7,21.51,279.58
Wisconsin,3.24,12.95,126.31,93.92,684.99,3334.25,429.13,68.01,236.43
Florida,9.59,57.53,148.61,359.54,1558.01,3652.92,465.0,14.38,575.26
Arkansas,0.0,54.13,45.11,360.9,821.04,3663.1,189.47,9.02,460.14
Florida,3.94,14.44,171.95,326.84,1147.24,4293.61,740.32,14.44,517.18
Arizona,9.18,45.31,181.82,581.02,1168.35,4830.54,998.57,47.61,817.33
North Carolina,9.97,83.06,451.84,578.09,2348.92,7355.73,514.97,99.67,1122.96
Mississippi,30.67,92.0,425.92,541.77,2327.25,5915.22,865.48,30.67,1090.36
California,15.04,110.26,215.51,706.66,2240.26,5598.16,947.23,50.12,1047.46
Ohio,2.45,53.85,68.54,51.41,555.66,2761.19,372.07,44.06,176.25
Texas,4.17,20.83,67.68,121.83,865.31,2646.95,723.69,28.11,214.51
California,7.74,41.28,193.51,621.82,1481.02,2526.0,433.47,121.27,864.36
Virginia,5.05,41.52,144.74,94.96,748.01,3397.57,274.11,45.88,286.27
Georgia,4.11,6.16,82.17,168.45,922.35,4190.63,252.67,2.05,260.89
Florida,0.0,0.0,131.15,349.74,1486.39,2529.35,324.76,12.49,480.89
Arizona,14.55,40.9,316.57,725.06,1898.95,4456.27,1433.72,28.46,1097.07
North Carolina,16.68,22.24,233.55,589.45,2696.99,5010.29,266.92,38.93,861.93
Connecticut,0.0,41.25,8.25,41.25,800.2,1286.92,313.48,8.25,90.74
New Jersey,0.0,0.0,7.29,43.75,167.7,933.28,72.91,0.0,51.04
Ohio,16.84,42.09,67.34,210.44,530.3,1969.7,1161.62,0.0,336.7
California,0.0,0.0,0.0,62.03,257.0,691.24,88.62,0.0,62.03
California,16.07,25.0,935.85,519.72,1078.73,2118.16,3571.94,28.58,1496.64
Tennessee,4.7,84.57,93.97,747.04,967.86,3227.78,267.81,14.1,930.28
New Jersey,0.0,12.41,18.62,124.12,453.02,1148.07,105.5,18.62,155.14
Arkansas,0.0,8.39,151.06,318.9,881.17,1544.14,159.45,33.57,478.35
New Hampshire,0.0,55.63,36.16,44.5,734.25,3471.01,130.72,25.03,136.28
Florida,0.0,49.48,61.85,296.86,834.93,1818.29,166.99,43.29,408.19
Washington,9.52,103.18,277.8,828.62,2290.62,8197.35,638.14,49.21,1219.13
Ohio,4.1,47.19,139.51,178.49,1255.62,3504.24,227.73,43.08,369.3
New Jersey,0.0,14.65,36.61,58.58,292.91,1962.51,1362.04,0.0,109.84
Indiana,2.16,38.89,41.05,118.83,961.48,4059.81,198.78,17.28,200.94
New Jersey,0.0,5.53,96.85,106.54,846.79,2985.9,586.66,6.92,208.93
Massachusetts,0.0,26.97,125.23,522.11,1017.24,2240.63,674.31,9.63,674.31
Utah,1.31,14.46,15.77,44.69,507.37,3420.13,148.53,7.89,76.24
Texas,4.38,4.38,105.1,21.9,337.2,2084.52,140.14,21.9,135.76
Oklahoma,0.0,32.51,8.13,422.66,885.96,2088.92,121.92,0.0,463.3
Minnesota,0.0,21.8,201.68,256.19,1319.09,4317.02,501.47,92.66,479.67
California,0.0,17.31,57.71,681.02,2475.9,2585.56,352.05,17.31,756.05
Massachusetts,4.8,81.66,14.41,201.74,379.46,1095.15,206.54,0.0,302.61
Michigan,0.0,81.66,8.87,106.47,399.25,2493.12,97.6,8.87,302.61
Georgia,21.72,21.72,532.15,450.7,2079.71,3893.35,781.93,43.44,1026.28
Massachusetts,0.0,35.18,96.74,87.94,791.49,1336.73,554.04,0.0,219.86
Alaska,17.54,73.08,233.87,418.04,733.77,4268.13,704.53,5.85,742.54
New Hampshire,0.0,43.0,8.6,85.99,550.35,1040.5,34.4,17.2,137.59
Connecticut,0.0,76.08,156.05,230.18,1505.9,3731.59,370.62,62.42,462.3
Florida,9.75,76.08,895.45,1697.26,3281.37,7163.62,2183.03,39.02,2678.55
Pennsylvania,0.0,8.63,64.74,116.54,699.24,3552.31,362.57,25.9,189.92
Massachusetts,0.0,4.73,4.73,118.21,524.85,969.31,89.84,0.0,127.67
Oklahoma,2.17,67.2,80.2,752.19,1554.24,5388.88,312.15,62.86,901.76
California,3.22,17.7,105.39,498.0,712.8,1424.0,376.51,27.35,624.31
Oklahoma,13.86,71.59,185.9,681.25,1457.17,4197.17,374.11,38.1,952.59
Pennsylvania,0.0,7.38,29.52,44.28,295.18,2191.72,140.21,0.0,81.17
New Hampshire,0.0,58.74,33.57,151.04,344.05,2374.76,67.13,41.96,243.35
New Hampshire,0.0,39.91,3.99,55.87,179.58,2582.01,143.67,7.98,99.77
New York,0.0,0.0,5.35,0.0,781.58,3784.8,235.55,7.98,5.35
Minnesota,0.0,0.0,12.42,155.22,428.41,2216.57,149.01,0.0,5.35
Pennsylvania,4.07,20.35,4.07,44.78,427.44,1852.23,81.42,16.28,73.27
New York,0.0,0.0,14.76,23.62,330.7,1886.74,103.34,2.95,38.38
Iowa,0.0,0.0,7.05,10.57,461.61,2410.23,126.85,2.95,17.62
New Jersey,0.0,23.77,217.32,407.47,2179.97,4064.52,336.16,67.91,648.56
Tennessee,5.73,24.82,57.27,147.0,1011.84,3587.25,414.28,51.55,234.82
Michigan,0.0,24.82,74.12,250.14,546.6,3423.2,602.19,18.53,234.82
Pennsylvania,0.0,0.0,14.86,141.21,260.13,1352.66,222.97,7.43,156.08
New York,0.0,11.76,41.16,435.11,493.91,3451.52,47.04,11.76,488.03
Texas,4.97,27.34,116.81,123.02,1153.15,3666.98,364.09,13.67,272.13
California,0.0,75.17,102.5,266.5,1585.35,5179.72,218.67,47.83,444.17
Ohio,6.52,22.81,312.89,61.93,1443.84,1639.4,762.66,19.56,404.15
Michigan,1.93,22.81,150.35,404.79,595.62,5354.77,740.18,11.57,404.15
Oklahoma,4.46,0.0,71.3,231.74,1537.5,4028.7,129.24,4.46,307.5
Arizona,4.75,19.01,451.5,346.94,2747.02,4747.87,1268.95,23.76,822.2
Massachusetts,8.16,8.16,73.48,187.77,306.15,2028.74,844.97,8.16,277.57
Washington,12.61,67.01,502.57,817.66,1740.53,7373.97,1283.52,60.23,1399.84
Connecticut,4.95,8.24,80.8,817.66,796.41,1896.22,333.08,18.14,1399.84
Illinois,7.32,8.24,10.98,36.61,1021.53,1574.4,47.6,10.98,1399.84
Iowa,4.81,73.39,145.58,1315.05,1534.02,5441.86,308.01,10.98,1538.83
Massachusetts,0.0,8.47,76.22,237.13,685.98,1795.39,389.57,8.47,321.82
New Hampshire,0.0,5.0,5.0,30.02,370.22,1886.13,195.12,45.03,40.02
Texas,7.59,80.47,145.76,1014.23,1291.32,3555.87,842.66,58.45,1248.05
Michigan,3.95,80.47,55.33,162.05,498.0,241.1,318.17,19.76,1248.05
New Jersey,0.0,24.8,0.0,105.41,341.04,1277.36,43.41,12.4,130.22
West Virginia,0.0,0.0,9.04,18.07,135.55,2476.05,54.22,18.07,27.11
Texas,0.0,10.55,10.55,411.51,432.61,1005.91,87.93,14.07,432.61
Connecticut,0.0,16.59,107.84,66.36,1003.73,2754.04,423.06,0.0,190.79
Missouri,0.0,32.24,93.14,150.45,551.65,1500.93,261.5,0.0,275.83
New Mexico,0.0,59.71,42.65,494.75,1143.05,4853.71,170.6,51.18,597.12
Missouri,0.0,21.65,129.91,270.65,811.95,4454.91,313.95,10.83,422.22
California,0.0,4.15,70.49,8.29,796.12,1637.85,107.81,8.29,82.93
Mississippi,21.11,73.9,200.58,404.69,2364.78,4490.27,478.59,0.0,700.29
Mississippi,15.2,15.2,111.46,567.43,841.02,4194.95,258.38,20.27,709.29
Illinois,3.71,15.2,22.27,107.62,293.18,2968.9,66.8,14.84,709.29
Massachusetts,5.46,43.72,27.32,349.75,819.72,1639.43,459.04,32.79,426.25
Indiana,0.0,6.54,6.54,0.0,362.73,2993.37,199.34,0.0,13.07
California,0.0,19.54,131.2,455.0,898.84,1789.3,427.09,25.12,605.74
Missouri,0.0,9.43,0.0,103.76,396.19,2028.11,122.63,0.0,113.2
Michigan,7.25,9.43,145.03,416.95,986.19,4923.68,427.83,29.01,113.2
Georgia,0.0,21.43,101.77,230.33,530.29,3331.73,208.9,0.0,353.53
Mississippi,25.93,129.65,354.36,1823.68,1685.39,5747.62,397.58,8.64,2333.62
Colorado,5.2,52.03,34.68,88.44,808.13,3544.67,143.94,1.73,180.36
New Jersey,0.0,9.86,39.46,123.3,438.96,3926.02,276.2,14.8,172.63
Missouri,8.82,158.69,176.32,969.76,2530.19,6470.95,502.51,0.0,1313.59
Tennessee,34.59,60.08,449.66,1146.89,2301.07,6326.12,522.47,63.72,1691.21
California,14.99,14.99,161.12,550.81,3327.34,6493.56,685.7,26.23,741.91
Pennsylvania,0.0,19.13,89.29,108.43,401.81,2136.62,542.13,0.0,216.85
New Jersey,0.0,7.37,7.37,58.98,508.74,1341.89,88.48,7.37,73.73
California,5.07,5.07,40.58,273.93,471.77,1181.96,446.41,15.22,324.66
New Jersey,0.0,6.28,18.85,18.85,364.39,653.39,12.57,12.57,43.98
New Jersey,7.28,29.14,0.0,218.52,983.32,2563.92,116.54,14.57,254.93
New Jersey,10.13,17.72,75.96,151.92,625.41,2438.35,273.46,48.11,255.74
Texas,5.38,18.83,107.63,360.55,1216.2,4735.64,551.59,43.05,492.4
Oregon,0.0,7.14,102.36,119.02,549.9,2709.01,307.08,35.71,228.53
California,13.0,13.0,151.62,307.57,688.79,1308.27,311.9,21.66,485.18
Alabama,9.95,69.62,350.57,816.76,1358.78,7982.35,432.62,21.66,1246.89
Alabama,0.0,9.8,34.31,161.73,357.77,1514.41,151.93,0.0,205.84
New Jersey,0.0,8.08,56.57,169.7,1090.91,2084.85,218.18,40.4,234.34
New Jersey,0.0,14.98,18.72,52.42,460.57,1190.74,78.63,18.72,86.12
Massachusetts,1.11,10.01,62.28,567.21,371.47,786.32,466.01,0.0,640.62
New Jersey,11.94,59.71,103.49,234.84,1273.73,4163.52,374.16,23.88,409.98
Colorado,0.0,24.37,12.18,219.31,1017.36,3740.48,310.69,42.64,255.86
California,6.88,27.53,750.28,1211.45,1507.43,2371.28,1479.9,68.83,1996.15
Washington,0.0,21.95,54.87,212.16,764.5,5772.19,471.87,98.76,288.98
Texas,5.48,32.87,54.79,279.42,706.77,2531.23,104.1,10.96,372.56
Oklahoma,0.0,26.9,49.32,152.44,1067.07,2909.79,179.34,26.9,228.66
Connecticut,0.0,9.46,124.89,151.38,985.85,3256.51,883.67,18.92,285.73
North Dakota,0.0,7.81,15.62,23.42,242.04,3372.89,203.0,0.0,46.85
New Jersey,0.0,0.0,28.47,104.39,170.83,1717.76,104.39,0.0,132.87
California,16.49,49.46,199.5,280.29,2268.72,4225.82,806.25,56.06,545.75
Louisiana,0.0,33.09,8.27,82.73,860.43,4748.9,198.56,16.55,124.1
California,13.61,13.61,65.32,261.29,1709.26,2435.97,487.19,21.77,353.83
Texas,0.0,15.71,54.98,620.48,1508.01,3722.9,102.1,7.85,691.17
California,16.53,62.8,337.15,502.41,2614.53,4819.2,1338.67,66.11,918.89
